# omega0=2, alpha=0.20
# theta0=-0.80, theta_dot0=0.12
# t_start=0.10, t_end=100.00, h=0.01
#   t          x(t)                 v(t)       
6.812756399888946e+01 -1.604565866837136e-01 9.788742614622661e-02
6.824839448556594e+01 -1.483596867135333e-01 1.022534524447428e-01
6.836922497224242e+01 -1.357668915629286e-01 1.060989902965756e-01
6.849005545891890e+01 -1.227397024814694e-01 1.094481184904727e-01
6.861088594559538e+01 -1.093363650726723e-01 1.123302719871968e-01
6.873171643227187e+01 -9.561136079988904e-02 1.147779249711828e-01
6.885254691894835e+01 -8.161518348353959e-02 1.168242128474904e-01
6.897337740562483e+01 -6.739440006249554e-02 1.185006273489331e-01
6.909420789230131e+01 -5.299197884409226e-02 1.198349148209270e-01
6.921503837897779e+01 -3.844785341608694e-02 1.208492954136833e-01
6.933586886565428e+01 -2.379967729769672e-02 1.215591010620574e-01
6.945669935233076e+01 -9.083714099925611e-03 1.219719040742365e-01
6.957752983900724e+01 5.664198904708736e-03 1.220871776491951e-01
6.969836032568372e+01 2.040767892337617e-02 1.218964967913256e-01
6.981919081236020e+01 3.510888163750648e-02 1.213842551411909e-01
6.994002129903669e+01 4.972770034151226e-02 1.205288424351569e-01
7.006085178571317e+01 6.422113117718613e-02 1.193042007064054e-01
7.018168227238965e+01 7.854284420532331e-02 1.176816566775883e-01
7.030251275906613e+01 9.264298677506397e-02 1.156319143455923e-01
7.042334324574261e+01 1.064682312204220e-01 1.131270862456855e-01
7.054417373241910e+01 1.199620643050565e-01 1.101426444290397e-01
7.066500421909558e+01 1.330653020013753e-01 1.066591823146847e-01
7.078583470577206e+01 1.457168009872037e-01 1.026638952507662e-01
7.090666519244854e+01 1.578543283775091e-01 9.815170935094572e-02
7.102749567912502e+01 1.694155441843603e-01 9.312601315356332e-02
7.114832616580151e+01 1.803390470906604e-01 8.759897292776397e-02
7.126915665247799e+01 1.905654333709880e-01 8.159143809336007e-02
7.138998713915447e+01 2.000383210119824e-01 7.513246649476123e-02
7.151081762583095e+01 2.087052959001492e-01 6.825851876997101e-02
7.163164811250743e+01 2.165187438371057e-01 6.101238580400213e-02
7.175247859918392e+01 2.234365405011553e-01 5.344192273837887e-02
7.187330908586040e+01 2.294225806554306e-01 4.559866716569992e-02
7.199413957253688e+01 2.344471372801746e-01 3.753641831027817e-02
7.211497005921336e+01 2.384870503143365e-01 2.930984883290974e-02
7.223580054588984e+01 2.415257528559107e-01 2.097321225580937e-02
7.235663103256633e+01 2.435531496282527e-01 1.257919783859213e-02
7.247746151924281e+01 2.445653680245227e-01 4.177972010015009e-03
7.259829200591929e+01 2.445644059609217e-01 -4.183567931567316e-03
7.271912249259577e+01 2.435577030695067e-01 -1.246231541301291e-02
7.283995297927225e+01 2.415576624971941e-01 -2.061925156132785e-02
7.296078346594874e+01 2.385811498719190e-01 -2.861952891045439e-02
7.308161395262522e+01 2.346489940246444e-01 -3.643236283975178e-02
7.320244443930170e+01 2.297855110287139e-01 -4.403075952406499e-02
7.332327492597818e+01 2.240180692717871e-01 -5.139111493381003e-02
7.344410541265466e+01 2.173767088597848e-01 -5.849272308577377e-02
7.356493589933115e+01 2.098938239212969e-01 -6.531723330329411e-02
7.368576638600763e+01 2.016039115864836e-01 -7.184809575064320e-02
7.380659687268411e+01 1.925433867983617e-01 -7.807003207272370e-02
7.392742735936059e+01 1.827504579010917e-01 -8.396856377118721e-02
7.404825784603707e+01 1.722650543391275e-01 -8.952962522001350e-02
7.416908833271356e+01 1.611287949598121e-01 -9.473928127157503e-02
7.428991881939004e+01 1.493849834664771e-01 -9.958356159548705e-02
7.441074930606652e+01 1.370786165978802e-01 -1.040484156488752e-01
7.453157979274300e+01 1.242563906378687e-01 -1.081197839590381e-01
7.465241027941948e+01 1.109666928545249e-01 -1.117837736859218e-01
7.477324076609597e+01 9.725956634130636e-02 -1.150269196896303e-01
7.489407125277245e+01 8.318663934023578e-02 -1.178365069820748e-01
7.501490173944893e+01 6.880101327829993e-02 -1.202009268409424e-01
7.513573222612541e+01 5.415710721614445e-02 -1.221100372512370e-01
7.525656271280189e+01 3.931045994453322e-02 -1.235554988260652e-01
7.537739319947838e+01 2.431749431586403e-02 -1.245310599080927e-01
7.549822368615486e+01 9.235251325804043e-03 -1.250327689786436e-01
7.561905417283134e+01 -5.878896244236253e-03 -1.250590984729489e-01
7.573988465950782e+01 -2.096753931024083e-02 -1.246109711682179e-01
7.586071514618430e+01 -3.597352517165540e-02 -1.236916879417362e-01
7.598154563286079e+01 -5.084023579561806e-02 -1.223067633133523e-01
7.610237611953727e+01 -6.551184130323059e-02 -1.204636822211919e-01
7.622320660621375e+01 -7.993352025880120e-02 -1.181715974157088e-01
7.634403709289023e+01 -9.405164098924398e-02 -1.154409912753772e-01
7.646486757956671e+01 -1.078139012137822e-01 -1.122833284552188e-01
7.658569806624320e+01 -1.211694265147229e-01 -1.087107264316099e-01
7.670652855291968e+01 -1.340688313909277e-01 -1.047356697098933e-01
7.682735903959616e+01 -1.464642495788576e-01 -1.003707903646471e-01
7.694818952627264e+01 -1.583093427995523e-01 -9.562873295741349e-02
7.706902001294912e+01 -1.695592989301526e-01 -9.052211608678490e-02
7.718985049962561e+01 -1.801708316898560e-01 -8.506359629164507e-02
7.731068098630209e+01 -1.901021942092372e-01 -7.926603319165690e-02
7.743151147297857e+01 -1.993132183082903e-01 -7.314274803855987e-02
7.755234195965505e+01 -2.077653899815576e-01 -6.670786165504619e-02
7.767317244633153e+01 -2.154219695607310e-01 -5.997669238028276e-02
7.779400293300802e+01 -2.222481624134696e-01 -5.296619037305110e-02
7.791483341968450e+01 -2.282113429846642e-01 -4.569538161636739e-02
7.803566390636098e+01 -2.332813316518617e-01 -3.818579331664986e-02
7.815649439303746e+01 -2.374307204162343e-01 -3.046183212409794e-02
7.827732487971394e+01 -2.406352400504769e-01 -2.255108769209045e-02
7.839815536639043e+01 -2.428741581356112e-01 -1.448453647377955e-02
7.851898585306691e+01 -2.441306945899694e-01 -6.296624226050477e-03
7.863981633974339e+01 -2.443924389626782e-01 1.974789663361934e-03
7.876064682641987e+01 -2.436517520525228e-01 1.028863732480212e-02
7.888147731309635e+01 -2.419061334256892e-01 1.860100195817354e-02
7.900230779977284e+01 -2.391585362274316e-01 2.686562972838190e-02
7.912313828644932e+01 -2.354176113749697e-01 3.503458455717787e-02
7.924396877312580e+01 -2.306978648159444e-01 4.305902882333883e-02
7.936479925980228e+01 -2.250197140389943e-01 5.089010559577518e-02
7.948562974647876e+01 -2.184094333907791e-01 5.847989114964174e-02
7.960646023315525e+01 -2.108989819008343e-01 6.578238056240683e-02
7.972729071983173e+01 -2.025257121042858e-01 7.275446459488456e-02
7.984812120650821e+01 -1.933319635913750e-01 7.935685327284657e-02
7.996895169318469e+01 -1.833645504592071e-01 8.555490100034545e-02
8.008978217986117e+01 -1.726741572085354e-01 9.131928997157424e-02
8.021061266653766e+01 -1.613146625998327e-01 9.662653328227465e-02
8.033144315321414e+01 -1.493424152304872e-01 1.014592664711177e-01
8.045227363989062e+01 -1.368154878038756e-01 1.058063060294041e-01
8.057310412656710e+01 -1.237929389562973e-01 1.096624652614584e-01
8.069393461324358e+01 -1.103341118809032e-01 1.130281311021433e-01
8.081476509992007e+01 -9.649799772083599e-02 1.159086192701270e-01
8.093559558659655e+01 -8.234268878695734e-02 1.183133385098452e-01
8.105642607327303e+01 -6.792494219618929e-02 1.202548066708575e-01
8.117725655994951e+01 -5.329986874818260e-02 1.217475710640673e-01
8.129808704662599e+01 -3.852075508848972e-02 1.228070921357675e-01
8.141891753330248e+01 -2.363901985563997e-02 1.234486524470854e-01
8.153974801997896e+01 -8.704297039639097e-03 1.236863519476137e-01
8.166057850665544e+01 6.235367330583298e-03 1.235322456024434e-01
8.178140899333192e+01 2.113322534479694e-02 1.229956708920627e-01
8.190223948000840e+01 3.594346945864803e-02 1.220828011535063e-01
8.202306996668489e+01 5.062083560828040e-02 1.207964469933342e-01
8.214390045336137e+01 6.512019776040263e-02 1.191361130573676e-01
8.226473094003785e+01 7.939618442984986e-02 1.170983023389280e-01
8.238556142671433e+01 9.340284587876216e-02 1.146770459819237e-01
8.250639191339081e+01 1.070933972756988e-01 1.118646241254792e-01
8.262722240006730e+01 1.204200583072133e-01 1.086524335122368e-01
8.274805288674378e+01 1.333340039464327e-01 1.050319508889334e-01
8.286888337342026e+01 1.457854346914666e-01 1.009957379539992e-01
8.298971386009674e+01 1.577237680081288e-01 9.653843377310813e-02
8.311054434677322e+01 1.690979463503693e-01 9.165768395441469e-02
8.323137483344971e+01 1.798568513495840e-01 8.635496199358543e-02
8.335220532012619e+01 1.899498088561297e-01 8.063624643806283e-02
8.347303580680267e+01 1.993271656957038e-01 7.451252714863479e-02
8.359386629347915e+01 2.079409163913079e-01 6.800012418785494e-02
8.371469678015563e+01 2.157453567286383e-01 6.112081300654457e-02
8.383552726683212e+01 2.226977408558718e-01 5.390175899287539e-02
8.395635775350860e+01 2.287589194857989e-01 4.637527259462675e-02
8.407718824018508e+01 2.338939385366275e-01 3.857840279300556e-02
8.419801872686156e+01 2.380725800056976e-01 3.055239154043757e-02
8.431884921353804e+01 2.412698298073271e-01 2.234201488439061e-02
8.443967970021453e+01 2.434662605214046e-01 1.399483803217318e-02
8.456051018689101e+01 2.446483203168065e-01 5.560411815667526e-03
8.468134067356749e+01 2.448085225907368e-01 -2.910562805454273e-03
8.480217116024397e+01 2.439455339971096e-01 -1.136707709130447e-02
8.492300164692045e+01 2.420641614566347e-01 -1.975864055431430e-02
8.504383213359694e+01 2.391752414126994e-01 -2.803606963977389e-02
8.516466262027342e+01 2.352954370085241e-01 -3.615222017377597e-02
8.528549310694990e+01 2.304469510143236e-01 -4.406264680897947e-02
8.540632359362638e+01 2.246571642341761e-01 -5.172617477031165e-02
8.552715408030286e+01 2.179582107720681e-01 -5.910537130478759e-02
8.564798456697935e+01 2.103865029250876e-01 -6.616690648236509e-02
8.576881505365583e+01 2.019822195745138e-01 -7.288179550152783e-02
8.588964554033231e+01 1.927887727238918e-01 -7.922551753178983e-02
8.601047602700879e+01 1.828522672376614e-01 -8.517800944130312e-02
8.613130651368527e+01 1.722209688107546e-01 -9.072353651443991e-02
8.625213700036176e+01 1.609447946991015e-01 -9.585044638981405e-02
8.637296748703824e+01 1.490748407268656e-01 -1.005508167942744e-01
8.649379797371472e+01 1.366629565445759e-01 -1.048200119935668e-01
8.661462846039120e+01 1.237613790591418e-01 -1.086561669536649e-01
8.673545894706768e+01 1.104224314428177e-01 -1.120596217088801e-01
8.685628943374417e+01 9.669829224066064e-02 -1.150323310674058e-01
8.697711992042065e+01 8.264083595601325e-02 -1.175772762904700e-01
8.709795040709713e+01 6.830154325013599e-02 -1.196979055613464e-01
8.721878089377361e+01 5.373147571291025e-02 -1.213976288083262e-01
8.733961138045009e+01 3.898130722075430e-02 -1.226793897607410e-01
8.746044186712658e+01 2.410140136304741e-02 -1.235453341109890e-01
8.758127235380306e+01 9.141922436847699e-03 -1.239965875476532e-01
8.770210284047954e+01 -5.847033803376289e-03 -1.240331515269735e-01
8.782293332715602e+01 -2.081530402584742e-02 -1.236539183417505e-01
8.794376381383250e+01 -3.571253002169653e-02 -1.228568007444212e-01
8.806459430050899e+01 -5.048805348099106e-02 -1.216389655024085e-01
8.818542478718547e+01 -6.509084450058658e-02 -1.199971551930735e-01
8.830625527386195e+01 -7.946947333267472e-02 -1.179280786009613e-01
8.842708576053843e+01 -9.357213233908392e-02 -1.154288474877437e-01
8.854791624721491e+01 -1.073467123475065e-01 -1.124974363819802e-01
8.866874673389140e+01 -1.207409347905365e-01 -1.091331423812050e-01
8.878957722056788e+01 -1.337025383183784e-01 -1.053370236589610e-01
8.891040770724436e+01 -1.461795161630008e-01 -1.011122982102467e-01
8.903123819392084e+01 -1.581203985162122e-01 -9.646468805863030e-02
8.915206868059732e+01 -1.694745726489534e-01 -9.140269834602718e-02
8.927289916727381e+01 -1.801926324837576e-01 -8.593782507348009e-02
8.939372965395029e+01 -1.902267488338429e-01 -8.008468941450998e-02
8.951456014062677e+01 -1.995310514985189e-01 -7.386110018162934e-02
8.963539062730325e+01 -2.080620147809323e-01 -6.728804895831915e-02
8.975622111397973e+01 -2.157788386728134e-01 -6.038964446300642e-02
8.987705160065622e+01 -2.226438188212584e-01 -5.319299382861525e-02
8.999788208733270e+01 -2.286226993423722e-01 -4.572803869092762e-02
9.011871257400918e+01 -2.336850034721187e-01 -3.802735339209197e-02
9.023954306068566e+01 -2.378043378598492e-01 -3.012591139922346e-02
9.036037354736214e+01 -2.409586669530140e-01 -2.206082443630035e-02
9.048120403403863e+01 -2.431305543596936e-01 -1.387105708007023e-02
9.060203452071511e+01 -2.443073683065306e-01 -5.597117930149072e-03
9.072286500739159e+01 -2.444814483607819e-01 2.719272835689329e-03
9.084369549406807e+01 -2.436502305101476e-01 1.103554047110972e-02
9.096452598074455e+01 -2.418163275670180e-01 1.930863826579962e-02
9.108535646742104e+01 -2.389875617724800e-01 2.749545609742624e-02
9.120618695409752e+01 -2.351769465122890e-01 3.555325384547906e-02
9.132701744077400e+01 -2.304026143101603e-01 4.344011645857118e-02
9.144784792745048e+01 -2.246876888075612e-01 5.111542480928583e-02
9.156867841412696e+01 -2.180600993257318e-01 5.854033349689553e-02
9.168950890080345e+01 -2.105523378571275e-01 6.567824374080712e-02
9.181033938747993e+01 -2.022011599368041e-01 7.249525675412227e-02
9.193116987415641e+01 -1.930472327482563e-01 7.896059081604251e-02
9.205200036083289e+01 -1.831347359339075e-01 8.504694397603256e-02
9.217283084750937e+01 -1.725109227848329e-01 9.073078417741022e-02
9.229366133418586e+01 -1.612256516277697e-01 9.599254976407591e-02
9.241449182086234e+01 -1.493308991443655e-01 1.008167459123644e-01
9.253532230753882e+01 -1.368802688794830e-01 1.051919264739377e-01
9.265615279421530e+01 -1.239285091657062e-01 1.091105558633589e-01
9.277698328089178e+01 -1.105310549804824e-01 1.125687516923288e-01
9.289781376756827e+01 -9.674360777183960e-02 1.155659154537538e-01
9.301864425424475e+01 -8.262176600138900e-02 1.181042652290657e-01
9.313947474092123e+01 -6.822071708115197e-02 1.201882906299314e-01
9.326030522759771e+01 -5.359499860611316e-02 1.218241554954877e-01
9.338113571427419e+01 -3.879833344691992e-02 1.230190778053270e-01
9.350196620095068e+01 -2.388353955469239e-02 1.237807184875948e-01
9.362279668762716e+01 -8.902511465075057e-03 1.241166110798115e-01
9.374362717430364e+01 6.093733288180147e-03 1.240336624667415e-01
9.386445766098012e+01 2.105495308931135e-02 1.235377512623961e-01
9.398528814765660e+01 3.593153962821753e-02 1.226334450609575e-01
9.410611863433309e+01 5.067434907498417e-02 1.213238511232092e-01
9.422694912100957e+01 6.523452366905555e-02 1.196106075577418e-01
9.434777960768605e+01 7.956332073115456e-02 1.174940142232699e-01
9.446861009436253e+01 9.361196554726364e-02 1.149732949550534e-01
9.458944058103901e+01 1.073315431323102e-01 1.120469758069307e-01
9.471027106771550e+01 1.206729416694986e-01 1.087133582298407e-01
9.483110155439198e+01 1.335868575980841e-01 1.049710618014983e-01
9.495193204106846e+01 1.460238690779697e-01 1.008196084765973e-01
9.507276252774494e+01 1.579345810995135e-01 9.626001940277348e-02
9.519359301442142e+01 1.692698420362475e-01 9.129539607190179e-02
9.531442350109791e+01 1.799810281455564e-01 8.593145975877420e-02
9.543525398777439e+01 1.900203895676593e-01 8.017702655690594e-02
9.555608447445087e+01 1.993414488781343e-01 7.404439951077871e-02
9.567691496112735e+01 2.078994412920930e-01 6.754966399708470e-02
9.579774544780383e+01 2.156517842330816e-01 6.071287726702010e-02
9.591857593448032e+01 2.225585631601119e-01 5.355814761241903e-02
9.603940642115680e+01 2.285830202509484e-01 4.611360271314756e-02
9.616023690783328e+01 2.336920327030201e-01 3.841125019816074e-02
9.628106739450976e+01 2.378565679548641e-01 3.048673623454340e-02
9.640189788118624e+01 2.410521039670717e-01 2.237901006064996e-02
9.652272836786273e+01 2.432590037546802e-01 1.412990388766601e-02
9.664355885453921e+01 2.444628345691686e-01 5.783638648709689e-03
9.676438934121569e+01 2.446546234429420e-01 -2.613733154933968e-03
9.688521982789217e+01 2.438310422085306e-01 -1.101493560340091e-02
9.700605031456865e+01 2.419945165843102e-01 -1.937211590459001e-02
9.712688080124514e+01 2.391532554892391e-01 -2.763751591012847e-02
9.724771128792162e+01 2.353211984303651e-01 -3.576415417108198e-02
9.736854177459810e+01 2.305178806185285e-01 -4.370650295941159e-02
9.748937226127458e+01 2.247682174211641e-01 -5.142114350146307e-02
9.761020274795106e+01 2.181022118510106e-01 -5.886738162411041e-02
9.773103323462755e+01 2.105545909869647e-01 -6.600780531889062e-02
9.785186372130403e+01 2.021643794715993e-01 -7.280876562303175e-02
9.797269420798051e+01 1.929744204436713e-01 -7.924076292962394e-02
9.809352469465699e+01 1.830308563320833e-01 -8.527872256382439e-02
9.821435518133347e+01 1.723825837298629e-01 -9.090214631939143e-02
9.833518566800996e+01 1.610806979432759e-01 -9.609513066584717e-02
9.845601615468644e+01 1.491779436362697e-01 -1.008462474242651e-01
9.857684664136292e+01 1.367281881457803e-01 -1.051482886636593e-01
9.869767712803940e+01 1.237859334424555e-01 -1.089978840735257e-01
9.881850761471588e+01 1.104058813114815e-01 -1.123950057137166e-01
9.893933810139237e+01 9.664256414006255e-02 -1.153423813642923e-01
9.906016858806885e+01 8.255005079014559e-02 -1.178448432112720e-01
9.918099907474533e+01 6.818173353294144e-02 -1.199086428529105e-01
9.930182956142181e+01 5.359019810260311e-02 -1.215407662114379e-01
9.942266004809829e+01 3.882717480697410e-02 -1.227482826153790e-01
9.954349053477478e+01 2.394356455501349e-02 -1.235377609476089e-01
9.966432102145126e+01 8.989529870992852e-03 -1.239147823623049e-01
9.978515150812774e+01 -5.985362300611777e-03 -1.238835738476454e-01
9.990598199480422e+01 -2.093196173560011e-02 -1.234467801840767e-01

