# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001, b= 8
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
13.1600  -2.511864334007840e-01  -1.777827306609293e-01  1.580334966062826e-02  1.245437963838432e+00
13.1700  -2.528401488634455e-01  -1.529331864536025e-01  1.169427975942617e-02  1.261890921111909e+00
13.1800  -2.542445945347806e-01  -1.279328686304337e-01  8.183409438005898e-03  1.275948652126574e+00
13.1900  -2.553983858013051e-01  -1.028064244795805e-01  5.284580457137842e-03  1.287555733659159e+00
13.2000  -2.563003851644473e-01  -7.757862563449759e-02  3.009221577668763e-03  1.296666404279846e+00
13.2100  -2.569497033619834e-01  -5.227434365210358e-02  1.366303502129111e-03  1.303244744768714e+00
13.2200  -2.573457002447426e-01  -2.691852549243525e-02  3.623035073434433e-04  1.307264819728845e+00
13.2300  -2.574879854077172e-01  -1.536168923964051e-03  1.179907481476435e-06  1.308710779837768e+00
13.2400  -2.573764185749538e-01  2.384770212117876e-02  2.843564482302369e-04  1.307576924334111e+00
13.2500  -2.570111097378493e-01  4.920806221777130e-02  1.210716693614026e-03  1.303867723493103e+00
13.2600  -2.563924190467121e-01  7.451990911954208e-02  2.776608427592405e-03  1.297597801002319e+00
13.2700  -2.555209564556976e-01  9.975828840835896e-02  4.975858053082663e-03  1.288791876307142e+00
13.2800  -2.543975811214675e-01  1.248983180962662e-01  7.799794931638048e-03  1.277484667153270e+00
13.2900  -2.530234005561648e-01  1.499152131561138e-01  1.123728556782151e-02  1.263720752710470e+00
13.3000  -2.513997695355414e-01  1.747843099565944e-01  1.527477750350143e-02  1.247554397817240e+00
13.3100  -2.495282887633127e-01  1.994810905776002e-01  1.989635274901436e-02  1.229049339039296e+00
13.3200  -2.474108032930577e-01  2.239812069819244e-01  2.508379054053983e-02  1.208278533385356e+00
13.3300  -2.450494007092193e-01  2.482605050194806e-01  3.081663917626378e-02  1.185323870670921e+00
13.3400  -2.424464090689986e-01  2.722950482403710e-01  3.707229664811298e-02  1.160275850664074e+00
13.3500  -2.396043946071724e-01  2.960611414933301e-01  4.382609975116682e-02  1.133233226286163e+00
13.3600  -2.365261592060963e-01  3.195353542862767e-01  5.105142131942819e-02  1.104302614274055e+00
13.3700  -2.332147376333873e-01  3.426945438859434e-01  5.871977520459739e-02  1.073598074838968e+00
13.3800  -2.296733945500106e-01  3.655158781338109e-01  6.680092858396544e-02  1.041240661979060e+00
13.3900  -2.259056212917187e-01  3.879768579558546e-01  7.526302115464868e-02  1.007357946218717e+00
13.4000  -2.219151324270171e-01  4.100553395439078e-01  8.407269074423476e-02  9.720835116561468e-01
13.4100  -2.177058620950488e-01  4.317295561867776e-01  9.319520484261598e-02  9.355564293021880e-01
13.4200  -2.132819601270095e-01  4.529781397295884e-01  1.025945975364392e-01  8.979207087867320e-01
13.4300  -2.086477879549163e-01  4.737801416401964e-01  1.122338113063023e-01  8.593247305944176e-01
13.4400  -2.038079143117630e-01  4.941150536619076e-01  1.220748431276549e-01  8.199206610680400e-01
13.4500  -1.987671107273027e-01  5.139628280321373e-01  1.320788942993962e-01  7.798638524860457e-01
13.4600  -1.935303468238968e-01  5.333038972470781e-01  1.422065234094610e-01  7.393122305793387e-01
13.4700  -1.881027854170682e-01  5.521191933528906e-01  1.524178018343233e-01  6.984256719021337e-01
13.4800  -1.824897774255908e-01  5.703901667443989e-01  1.626724711593516e-01  6.573653735116052e-01
13.4900  -1.766968565961303e-01  5.880988044527565e-01  1.729301018993808e-01  6.162932174413956e-01
13.5000  -1.707297340476400e-01  6.052276479040537e-01  1.831502528937366e-01  5.753711324745703e-01
13.5100  -1.645942926408885e-01  6.217598101313596e-01  1.932926307472922e-01  5.347604557322635e-01
13.5200  -1.582965811786710e-01  6.376789924232268e-01  2.033172486889509e-01  4.946212965949798e-01
13.5300  -1.518428084424213e-01  6.529695003922494e-01  2.131845842212519e-01  4.551119054643110e-01
13.5400  -1.452393370711052e-01  6.676162594478303e-01  2.228557349395563e-01  4.163880498537652e-01
13.5500  -1.384926772884278e-01  6.816048296579024e-01  2.322925719064891e-01  3.786024002684866e-01
13.5600  -1.316094804845410e-01  6.949214199849547e-01  2.414578899769529e-01  3.419039282950711e-01
13.5700  -1.245965326585780e-01  7.075529018823269e-01  2.503155544810509e-01  3.064373192745283e-01
13.5800  -1.174607477284785e-01  7.194868222373668e-01  2.588306436866121e-01  2.723424018739567e-01
13.5900  -1.102091607147030e-01  7.307114156486939e-01  2.669695864796592e-01  2.397535968058691e-01
13.6000  -1.028489208045536e-01  7.412156160254600e-01  2.747002947200011e-01  2.087993868686172e-01
13.6100  -9.538728430394053e-02  7.509890674971762e-01  2.819922897501391e-01  1.796018103973039e-01
13.6200  -8.783160748354227e-02  7.600221346233486e-01  2.888168225587157e-01  1.522759801222757e-01
13.6300  -8.018933932641324e-02  7.683059118928560e-01  2.951469871247565e-01  1.269296293321170e-01
13.6400  -7.246801418418772e-02  7.758322325037065e-01  3.009578264958426e-01  1.036626871304178e-01
13.6500  -6.467524434912074e-02  7.825936764145157e-01  3.062264311819939e-01  8.256688446088435e-02
13.6600  -5.681871254928920e-02  7.885835776597708e-01  3.109320294773419e-01  6.372539245405652e-02
13.6700  -4.890616437435162e-02  7.937960309216643e-01  3.150560693534939e-01  4.721249452146478e-02
13.6800  -4.094540063933401e-02  7.982258973520237e-01  3.185822916017217e-01  3.309329349001063e-02
13.6900  -3.294426969397015e-02  8.018688096385941e-01  3.214967939356079e-01  2.142345493120610e-02
13.7000  -2.491065968517853e-02  8.047211763106793e-01  3.237880858014217e-01  1.224898769720810e-02
13.7100  -1.685249078030400e-02  8.067801852798970e-01  3.254471336801325e-01  5.606062528893654e-03
13.7200  -8.777707358791093e-03  8.080438066125584e-01  3.264673967024568e-01  1.520869451121970e-03
13.7300  -6.942701799873209e-04  8.085107945309365e-01  3.268448524365232e-01  9.514517408740875e-06
13.7400  7.389851465202297e-03  8.081806886414529e-01  3.265780127464865e-01  1.077956311101233e-03
13.7500  1.546668761107171e-02  8.070538143885692e-01  3.256679296595695e-01  4.721982453401188e-03
13.7600  2.352827547453561e-02  8.051312827339391e-01  3.241181912183991e-01  1.092722621085363e-02
13.7700  3.156666730546997e-02  8.024149890611341e-01  3.219349073349900e-01  1.966922313682587e-02
13.7800  3.957393822223196e-02  7.989076113070246e-01  3.191266857021479e-01  3.091350752366511e-02
13.7900  4.754219402463429e-02  7.946126073216588e-01  3.157045978572624e-01  4.461574828526789e-02
13.8000  5.546357897667131e-02  7.895342114592403e-01  3.116821355322822e-01  6.072192373433821e-02
13.8100  6.333028355132410e-02  7.836774304035671e-01  3.070751574619688e-01  7.916853456526739e-02
13.8200  7.113455212980917e-02  7.770480382320483e-01  3.019018268601374e-01  9.988285420294141e-02
13.8300  7.886869064768003e-02  7.696525707231616e-01  2.961825398103857e-01  1.227832155304642e-01
13.8400  8.652507418024373e-02  7.614983189129668e-01  2.899398448536373e-01  1.477793328653606e-01
13.8500  9.409615445981390e-02  7.525933219070258e-01  2.831983540895260e-01  1.747726579148531e-01
13.8600  1.015744673173894e-01  7.429463589548191e-01  2.759846461421114e-01  2.036567683068442e-01
13.8700  1.089526400414215e-01  7.325669407944666e-01  2.683271613724817e-01  2.343177871648020e-01
13.8800  1.162233986464157e-01  7.214653002762906e-01  2.602560897513791e-01  2.666348320723583e-01
13.8900  1.233795750442008e-01  7.096523822744654e-01  2.518032518339119e-01  3.004804916575556e-01
13.9000  1.304141141107968e-01  6.971398328966935e-01  2.430019733056148e-01  3.357213279177893e-01
13.9100  1.373200806419131e-01  6.839399880025543e-01  2.338869535944670e-01  3.722184023050054e-01
13.9200  1.440906661902210e-01  6.700658610418381e-01  2.244941290668699e-01  4.098278234970423e-01
13.9300  1.507191957776589e-01  6.555311302248605e-01  2.148605313469415e-01  4.484013146955012e-01
13.9400  1.571991344761527e-01  6.403501250374015e-01  2.050241413177079e-01  4.877867982135500e-01
13.9500  1.635240938502641e-01  6.245378121135665e-01  1.950237393798002e-01  5.278289950488977e-01
13.9600  1.696878382554154e-01  6.081097804804962e-01  1.848987525580187e-01  5.683700370780954e-01
13.9700  1.756842909854799e-01  5.910822261894725e-01  1.746890990585513e-01  6.092500894585604e-01
13.9800  1.815075402636790e-01  5.734719363485715e-01  1.644350308896900e-01  6.503079807844797e-01
13.9900  1.871518450708791e-01  5.552962725726063e-01  1.541769751665151e-01  6.913818385121694e-01
14.0000  1.926116408055410e-01  5.365731538666753e-01  1.439553747252154e-01  7.323097271497048e-01
14.0100  1.978815447697445e-01  5.173210389601923e-01  1.338105286754264e-01  7.729302866947231e-01
14.0200  2.029563614758768e-01  4.975589081088128e-01  1.237824335192170e-01  8.130833688033368e-01
14.0300  2.078310877687543e-01  4.773062443821978e-01  1.139106254631192e-01  8.526106681820256e-01
14.0400  2.125009177581288e-01  4.565830144560660e-01  1.042340245448941e-01  8.913563467132262e-01
14.0500  2.169612475567134e-01  4.354096489274665e-01  9.479078118956982e-02  9.291676478539679e-01
14.0600  2.212076798190581e-01  4.138070221726830e-01  8.561812579971168e-02  9.658954988852698e-01
14.0700  2.252360280768009e-01  3.917964317676244e-01  7.675222197292138e-02  1.001395098637893e+00
14.0800  2.290423208660182e-01  3.693995774909926e-01  6.822802392526191e-02  1.035526488377325e+00
14.0900  2.326228056426085e-01  3.466385399309256e-01  6.007913868272197e-02  1.068155103597253e+00
14.1000  2.359739524818459e-01  3.235357587162110e-01  5.233769358403715e-02  1.099152304546048e+00
14.1100  2.390924575584596e-01  3.001140103935258e-01  4.503420961724266e-02  1.128395883394653e+00
14.1200  2.419752464038054e-01  2.763963859725182e-01  3.819748108933463e-02  1.155770546046325e+00
14.1300  2.446194769369196e-01  2.524062681608665e-01  3.185446210344763e-02  1.181168366688684e+00
14.1400  2.470225422664672e-01  2.281673083117585e-01  2.603016029111652e-02  1.204489213295982e+00
14.1500  2.491820732608213e-01  2.037034031065190e-01  2.074753821858849e-02  1.225641142404022e+00
14.1600  2.510959408837400e-01  1.790386709953744e-01  1.602742285589496e-02  1.244540761601310e+00
14.1700  2.527622582933385e-01  1.541974284195784e-01  1.188842346560551e-02  1.261113558307308e+00
14.1800  2.541793827022875e-01  1.292041658383443e-01  8.346858234991194e-03  1.275294193541564e+00
14.1900  2.553459169974016e-01  1.040835235842149e-01  5.416689940852907e-03  1.287026759525517e+00
14.2000  2.562607111170250e-01  7.886026757067660e-02  3.109470900659354e-03  1.296265000101377e+00
14.2100  2.569228631848522e-01  5.355926487596590e-02  1.434297427026937e-03  1.302972493099060e+00
14.2200  2.573317203990694e-01  2.820545922713875e-02  3.977739651068932e-04  1.307122793932196e+00
14.2300  2.574868796759381e-01  2.823846408574391e-03  3.987054269609244e-06  1.308699539857079e+00
14.2400  2.573881880471867e-01  -2.256055038084336e-02  2.544892167432856e-04  1.307696514483501e+00
14.2500  2.570357428108186e-01  -4.792270519757230e-02  1.148292836726712e-03  1.304117672283144e+00
14.2600  2.564298914351886e-01  -7.323761402596404e-02  2.681874054108043e-03  1.297977122998904e+00
14.2700  2.555712312164407e-01  -9.848031942919738e-02  4.849186657438376e-03  1.289299076016604e+00
14.2800  2.544606086896467e-01  -1.236259351542912e-01  7.641685921386501e-03  1.278117744918431e+00
14.2900  2.530991187942246e-01  -1.486496706669387e-01  1.104836229469467e-02  1.264477212594375e+00
14.3000  2.514881037944616e-01  -1.735268555919741e-01  1.505578480581891e-02  1.248431257443503e+00
14.3100  2.496291519562031e-01  -1.982329640353770e-01  1.964815401512553e-02  1.230043141350246e+00
14.3200  2.475240959810152e-01  -2.227436387638369e-01  2.480736430487734e-02  1.209385360271640e+00
14.3300  2.451750111993628e-01  -2.470347152180373e-01  3.051307526142839e-02  1.186539358418825e+00
14.3400  2.425842135245847e-01  -2.710822453359869e-01  3.674279186820010e-02  1.161595207159653e+00
14.3500  2.397542571696832e-01  -2.948625211629113e-01  4.347195319327415e-02  1.134651249908362e+00
14.3600  2.366879321291795e-01  -3.183520982244272e-01  5.067402922194766e-02  1.105813714402330e+00
14.3700  2.333882614285165e-01  -3.415278186399576e-01  5.832062545248389e-02  1.075196293894554e+00
14.3800  2.298584981437213e-01  -3.643668339535996e-01  6.638159484268502e-02  1.042919698912986e+00
14.3900  2.261021221942665e-01  -3.868466276599370e-01  7.482515666593297e-02  1.009111181353970e+00
14.4000  2.221228369122899e-01  -4.089450374025897e-01  8.361802180810274e-02  9.739040327860374e-01
14.4100  2.179245653915579e-01  -4.306402768236159e-01  9.272552401136029e-02  9.374370589420330e-01
14.4200  2.135114466197692e-01  -4.519109570422247e-01  1.021117565474097e-01  8.998540324714023e-01
14.4300  2.088878313980143e-01  -4.727361077416237e-01  1.117397137813500e-01  8.613031261101929e-01
14.4400  2.040582780514113e-01  -4.930951978432145e-01  1.215714370680194e-01  8.219363285035215e-01
14.4500  1.990275479351499e-01  -5.129681557477511e-01  1.315681644056245e-01  7.819088449836519e-01
14.4600  1.938006007403706e-01  -5.323353891235090e-01  1.416904832566389e-01  7.413784856661383e-01
14.4700  1.883825896045098e-01  -5.511778042219523e-01  1.518984859334664e-01  7.005050432765026e-01
14.4800  1.827788560309295e-01  -5.694768247018591e-01  1.621519269362560e-01  6.594496631603783e-01
14.4900  1.769949246228418e-01  -5.872144099433487e-01  1.724103816225576e-01  6.183742079608938e-01
14.5000  1.710364976367183e-01  -6.043730728337464e-01  1.826334055832525e-01  5.774406194680769e-01
14.5100  1.649094493605554e-01  -6.209358970077622e-01  1.927806940964171e-01  5.368102801562201e-01
14.5200  1.586198203225370e-01  -6.368865535249796e-01  2.028122410304633e-01  4.966433769263735e-01
14.5300  1.521738113358049e-01  -6.522093169682156e-01  2.126884965700732e-01  4.570982695624350e-01
14.5400  1.455777773852071e-01  -6.668890809468784e-01  2.223705231430861e-01  4.183308663907342e-01
14.5500  1.388382213620521e-01  -6.809113729900402e-01  2.318201489335908e-01  3.804940096045926e-01
14.5600  1.319617876530445e-01  -6.942623688145438e-01  2.410001183759908e-01  3.437368726772488e-01
14.5700  1.249552555897240e-01  -7.069289059540715e-01  2.498742390367103e-01  3.082043722388749e-01
14.5800  1.178255327648650e-01  -7.188984967357444e-01  2.584075243044565e-01  2.740365967363851e-01
14.5900  1.105796482224257e-01  -7.301593405914574e-01  2.665663313264759e-01  2.413682541285654e-01
14.6000  1.032247455277616e-01  -7.407003356918108e-01  2.743184936469806e-01  2.103281407940189e-01
14.6100  9.576807572493402e-02  -7.505110898911707e-01  2.816334480248164e-01  1.810386337457730e-01
14.6200  8.821699018805869e-02  -7.595819309730675e-01  2.884823549303869e-01  1.536152081545202e-01
14.6300  8.057893337373997e-02  -7.679039161858308e-01  2.948382122467677e-01  1.281659820826747e-01
14.6400  7.286143548173772e-02  -7.754688410590598e-01  3.006759617267407e-01  1.047912902241524e-01
14.6500  6.507210503110139e-02  -7.822692474922394e-01  3.059725877860372e-01  8.358328833042422e-02
14.6600  5.721862135909106e-02  -7.882984311075237e-01  3.107072082432917e-01  6.462558988240993e-02
14.6700  4.930872705028002e-02  -7.935504478594424e-01  3.148611566489608e-01  4.799293644064891e-02
14.6800  4.135022030330342e-02  -7.980201198950088e-01  3.184180558786221e-01  3.375090297340855e-02
14.6900  3.335094724277796e-02  -8.017030406584584e-01  3.213638827005089e-01  2.195563932448540e-02
14.7000  2.531879418397250e-02  -8.045955792355779e-01  3.236870230627176e-01  1.265364883997458e-02
14.7100  1.726167985785546e-02  -8.066948839333481e-01  3.253783178821190e-01  5.881605026781110e-03
14.7200  9.187547604184379e-03  -8.079988850913673e-01  3.264310991544463e-01  1.666206965704699e-03
14.7300  1.104357540334052e-03  -8.085062971222876e-01  3.268412162431964e-01  2.407404913858617e-05
14.7400  -6.979921286415942e-03  -8.082166197792467e-01  3.266070522436957e-01  9.616804583835256e-04
14.7500  -1.505731875539756e-02  -8.071301386490517e-01  3.257295303578187e-01  4.475329638903058e-03
14.7600  -2.311987153012880e-02  -8.052479248706254e-01  3.242121102542241e-01  1.055116887415247e-02
14.7700  -3.115963090919992e-02  -8.025718340789917e-01  3.220607744284583e-01  1.916524390052349e-02
14.7800  -3.916867066273112e-02  -7.991045045758455e-01  3.192840046167037e-01  3.028359334808290e-02
14.7900  -4.713909484667606e-02  -7.948493547285052e-01  3.158927483561605e-01  4.386238263476826e-02
14.8000  -5.506304558726727e-02  -7.898105795998172e-01  3.119003758238996e-01  5.984807678615702e-02
14.8100  -6.293271082792887e-02  -7.839931468123305e-01  3.073226271243502e-01  7.817765149945960e-02
14.8200  -7.074033203101886e-02  -7.774027916508230e-01  3.021775502332465e-01  9.877884161960686e-02
14.8300  -7.847821182680863e-02  -7.700460114080043e-01  2.964854298426882e-01  1.215704260478050e-01
14.8400  -8.613872160215788e-02  -7.619300589789714e-01  2.902687073878494e-01  1.464625479592919e-01
14.8500  -9.371430902140422e-02  -7.530629357107309e-01  2.835518925706322e-01  1.733570690678246e-01
14.8600  -1.011975054720521e-01  -7.434533835138408e-01  2.763614667290891e-01  2.021479565401912e-01
14.8700  -1.085809334279211e-01  -7.331108762439432e-01  2.687257784335811e-01  2.327217010353238e-01
14.8800  -1.158573137224939e-01  -7.220456103616893e-01  2.606749317212922e-01  2.649577642198707e-01
14.8900  -1.230194727252938e-01  -7.102684948802634e-01  2.522406674097374e-01  2.987290539958820e-01
14.9000  -1.300603494142160e-01  -6.977911406104156e-01  2.434562379571924e-01  3.339024255669987e-01
14.9100  -1.369730023368413e-01  -6.846258487136072e-01  2.343562763634135e-01  3.703392063676735e-01
14.9200  -1.437506164538682e-01  -6.707855985745553e-01  2.249766596275122e-01  4.078957427858632e-01
14.9300  -1.503865098579166e-01  -6.562840350051281e-01  2.153543673013061e-01  4.464239665237179e-01
14.9400  -1.568741403610803e-01  -6.411354547922129e-01  2.055273356958088e-01  4.857719783633612e-01
14.9500  -1.632071119447326e-01  -6.253547926028138e-01  1.955343083156541e-01  5.257846470362436e-01
14.9600  -1.693791810652266e-01  -6.089576062602776e-01  1.854146831111237e-01  5.663042208349959e-01
14.9700  -1.753842628092736e-01  -5.919600614061621e-01  1.752083571499936e-01  6.071709495564795e-01
14.9800  -1.812164368929315e-01  -5.743789155628697e-01  1.649555693215891e-01  6.482237143239932e-01
14.9900  -1.868699534982882e-01  -5.562315016127585e-01  1.546967416931921e-01  6.893006628055350e-01
15.0000  -1.923392389420865e-01  -5.375357107100174e-01  1.444723201442618e-01  7.302398473237471e-01

