# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001, b= 8
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
4.0500  2.191420820953400e-01  4.245049110528937e-01  9.010220975401259e-02  9.479410014514256e-01
4.0600  2.232784098592818e-01  4.026926696820013e-01  8.108069310780870e-02  9.840636778439272e-01
4.0700  2.271946120910501e-01  3.804834219313948e-01  7.238381718231192e-02  1.018886473837719e+00
4.0800  2.308868278878994e-01  3.578990634571276e-01  6.404586981174454e-02  1.052272098997885e+00
4.0900  2.343514171708500e-01  3.349618597275144e-01  5.609972373605752e-02  1.084088929001354e+00
4.1000  2.375849642733499e-01  3.116944240721015e-01  4.857670699881953e-02  1.114211524571695e+00
4.1100  2.405842813086947e-01  2.881196953876902e-01  4.150647943514770e-02  1.142521126029073e+00
4.1200  2.433464113128831e-01  2.642609155233939e-01  3.491691573663117e-02  1.168906121505561e+00
4.1300  2.458686311598115e-01  2.401416063670244e-01  2.883399555426746e-02  1.193262486979858e+00
4.1400  2.481484542459333e-01  2.157855466553956e-01  2.328170107268396e-02  1.215494196396564e+00
4.1500  2.501836329417356e-01  1.912167485314073e-01  1.828192245946173e-02  1.235513600253100e+00
4.1600  2.519721608076172e-01  1.664594338710213e-01  1.385437156233046e-02  1.253241771161662e+00
4.1700  2.535122745719824e-01  1.415380104034672e-01  1.001650419448599e-02  1.268608815023854e+00
4.1800  2.548024558696019e-01  1.164770476482203e-01  6.783451314422894e-03  1.281554146591145e+00
4.1900  2.558414327385253e-01  9.130125269247553e-02  4.167959371607636e-03  1.292026728324768e+00
4.2000  2.566281808740703e-01  6.603544583299625e-02  2.180340053181291e-03  1.299985271613335e+00
4.2100  2.571619246386534e-01  4.070453610635320e-02  8.284296298167058e-04  1.305398399554871e+00
4.2200  2.574421378264639e-01  1.533349673167661e-02  1.175580610101686e-04  1.308244770661481e+00
4.2300  2.574685441822291e-01  -1.005265950986772e-02  5.052798161066695e-05  1.308513162998951e+00
4.2400  2.572411176735610e-01  -3.542890493460592e-02  6.276036524326720e-04  1.306202518429562e+00
4.2500  2.567600825166103e-01  -6.077022163057595e-02  1.846509918514661e-03  1.301321946783673e+00
4.2600  2.560259129550098e-01  -8.605162612211401e-02  3.702441179130047e-03  1.293890689943658e+00
4.2700  2.550393327923191e-01  -1.112481940004917e-01  6.188080334185523e-03  1.283938045981763e+00
4.2800  2.538013146784346e-01  -1.363350844963215e-01  9.293627632309559e-03  1.271503253651006e+00
4.2900  2.523130791506679e-01  -1.612875649695037e-01  1.300683930689593e-02  1.256635337684501e+00
4.3000  2.505760934304370e-01  -1.860810352925730e-01  1.731307584777790e-02  1.239392915513129e+00
4.3100  2.485920699767577e-01  -2.106910521034047e-01  2.219535971821979e-02  1.219843966163586e+00
4.3200  2.463629647979606e-01  -2.350933529033690e-01  2.763444228967400e-02  1.198065562247922e+00
4.3300  2.438909755232988e-01  -2.592638799771791e-01  3.360887973041056e-02  1.174143566101235e+00
4.3400  2.411785392363461e-01  -2.831788041108471e-01  4.009511754882476e-02  1.148172291265500e+00
4.3500  2.382283300723239e-01  -3.068145480843680e-01  4.706758345810747e-02  1.120254130654146e+00
4.3600  2.350432565817227e-01  -3.301478099159681e-01  5.449878819615510e-02  1.090499152863368e+00
4.3700  2.316264588628204e-01  -3.531555858350044e-01  6.235943390323260e-02  1.059024668221729e+00
4.3800  2.279813054659218e-01  -3.758151929608651e-01  7.061852963010612e-02  1.025954766288925e+00
4.3900  2.241113900723727e-01  -3.981042916655119e-01  7.924351352124948e-02  9.914198266271330e-01
4.4000  2.200205279516224e-01  -4.200009075976197e-01  8.820038119141212e-02  9.555560047737656e-01
4.4100  2.157127521998273e-01  -4.414834533465981e-01  9.745381978941893e-02  9.185046954421955e-01
4.4200  2.111923097637046e-01  -4.625307497251377e-01  1.069673472206490e-01  8.804119750668052e-01
4.4300  2.064636572535542e-01  -4.831220466492994e-01  1.167034559793039e-01  8.414280258901558e-01
4.4400  2.015314565495796e-01  -5.032370435955611e-01  1.266237610234003e-01  8.017065438628347e-01
4.4500  1.964005702058364e-01  -5.228559096146539e-01  1.366891511094836e-01  7.614041326903648e-01
4.4600  1.910760566563416e-01  -5.419593028824550e-01  1.468599429904183e-01  7.206796864161673e-01
4.4700  1.855631652280688e-01  -5.605283897686664e-01  1.570960378683270e-01  6.796937629747781e-01
4.4800  1.798673309657466e-01  -5.785448634044742e-01  1.673570794858509e-01  6.386079511851028e-01
4.4900  1.739941692735621e-01  -5.959909617308884e-01  1.776026132324546e-01  5.975842336793783e-01
4.5000  1.679494703790511e-01  -6.128494850099669e-01  1.877922456384908e-01  5.567843482795091e-01
4.5100  1.617391936246345e-01  -6.291038127816601e-01  1.978858036282110e-01  5.163691503385881e-01
4.5200  1.553694615924283e-01  -6.447379202495577e-01  2.078434929038625e-01  4.764979785615952e-01
4.5300  1.488465540681183e-01  -6.597363940793868e-01  2.176260548364360e-01  4.373280268055517e-01
4.5400  1.421769018498519e-01  -6.740844475946819e-01  2.271949212445137e-01  3.990137243358407e-01
4.5500  1.353670804082500e-01  -6.877679353546472e-01  2.365123664509971e-01  3.617061269820521e-01
4.5600  1.284238034037887e-01  -7.007733670998394e-01  2.455416560182231e-01  3.255523215937520e-01
4.5700  1.213539160679437e-01  -7.130879210519230e-01  2.542471915750767e-01  2.906948461441351e-01
4.5800  1.141643884546207e-01  -7.246994565543828e-01  2.625946511651089e-01  2.572711277678243e-01
4.5900  1.068623085685270e-01  -7.355965260417362e-01  2.705511245623353e-01  2.254129409483793e-01
4.6000  9.945487537725728e-02  -7.457683863254405e-01  2.780852430212257e-01  1.952458879916329e-01
4.6100  9.194939171398343e-02  -7.552050091853721e-01  2.851673029493390e-01  1.668889038331114e-01
4.6200  8.435325707774606e-02  -7.638970912564329e-01  2.917693830150195e-01  1.404537871318563e-01
4.6300  7.667396033844491e-02  -7.718360632005388e-01  2.978654542284531e-01  1.160447594993330e-01
4.6400  6.891907235372022e-02  -7.790140981549472e-01  3.034314825620828e-01  9.375805460118151e-02
4.6500  6.109623850500456e-02  -7.854241194485939e-01  3.084455237057996e-01  7.368153875179655e-02
4.6600  5.321317116010296e-02  -7.910598075788331e-01  3.128878095833302e-01  5.589436449755788e-02
4.6700  4.527764206973266e-02  -7.959156064417000e-01  3.167408262887296e-01  4.046665855447410e-02
4.6800  3.729747470551854e-02  -7.999867288095572e-01  3.199893831357080e-01  2.745924533055916e-02
4.6900  2.928053654699805e-02  -8.032691610507212e-01  3.226206725475648e-01  1.692340712296691e-02
4.7000  2.123473132523943e-02  -8.057596670864182e-01  3.246243205516078e-01  8.900681935316183e-03
4.7100  1.316799123072061e-02  -8.074557915811662e-01  3.259924276789838e-01  3.422699712321168e-03
4.7200  5.088269093150368e-03  -8.083558623634406e-01  3.267196001086708e-01  5.110576373782262e-04
4.7300  -2.996469459058247e-03  -8.084589920742338e-01  3.268029709328430e-01  1.772349847543028e-04
4.7400  -1.107825385193250e-02  -8.077650790418859e-01  3.262422114597721e-01  2.422547862075599e-03
4.7500  -1.914911642396029e-02  -8.062748073823226e-01  3.250395325097007e-01  7.238144021546195e-03
4.7600  -2.720110028123913e-02  -8.039896463246017e-01  3.231996756985790e-01  1.460503776035350e-02
4.7700  -3.522626714200965e-02  -8.009118487624340e-01  3.207298947440300e-01  2.449418477266414e-02
4.7800  -4.321670516283973e-02  -7.970444490331055e-01  3.176399268672433e-01  3.686659665810286e-02
4.7900  -5.116453673874377e-02  -7.923912599259905e-01  3.139419544035493e-01  5.167349463525988e-02
4.8000  -5.906192626954692e-02  -7.869568689236065e-01  3.096505567730232e-01  6.885650185420418e-02
4.8100  -6.690108788483774e-02  -7.807466336789144e-01  3.047826530004785e-01  8.834787354980242e-02
4.8200  -7.467429311989338e-02  -7.737666767333236e-01  2.993574350114658e-01  1.100707641284538e-01
4.8300  -8.237387853500963e-02  -7.660238794806121e-01  2.933962919672637e-01  1.339395301352395e-01
4.8400  -8.999225327072442e-02  -7.575258753827067e-01  2.869227259371680e-01  1.598600679070265e-01
4.8500  -9.752190653148569e-02  -7.482810424440182e-01  2.799622592405532e-01  1.877301845803110e-01
4.8600  -1.049554149903864e-01  -7.382984949517453e-01  2.725423338240061e-01  2.174400009910909e-01
4.8700  -1.122854501076654e-01  -7.275880744902949e-01  2.646922030702475e-01  2.488723848783122e-01
4.8800  -1.195047853557608e-01  -7.161603402386737e-01  2.564428164653864e-01  2.819034126829699e-01
4.8900  -1.266063033437903e-01  -7.040265585604193e-01  2.478266975792137e-01  3.164028581221974e-01
4.9000  -1.335830028344372e-01  -6.911986918963324e-01  2.388778158396005e-01  3.522347056121211e-01
4.9100  -1.404280056463222e-01  -6.776893869709617e-01  2.296314526065389e-01  3.892576865152875e-01
4.9200  -1.471345634350577e-01  -6.635119623244671e-01  2.201240620738325e-01  4.273258360984838e-01
4.9300  -1.536960643462980e-01  -6.486803951821533e-01  2.103931275468373e-01  4.662890690051225e-01
4.9400  -1.601060395342273e-01  -6.332093076746220e-01  2.004770136628871e-01  5.059937709733626e-01
4.9500  -1.663581695390581e-01  -6.171139524221229e-01  1.904148151370270e-01  5.462834044670949e-01
4.9600  -1.724462905172539e-01  -6.004101974973185e-01  1.802462026293845e-01  5.869991258320636e-01
4.9700  -1.783644003183321e-01  -5.831145107812887e-01  1.700112663418508e-01  6.279804115439606e-01
4.9800  -1.841066644022582e-01  -5.652439437281951e-01  1.597503579607015e-01  6.690656910794780e-01
4.9900  -1.896674215915954e-01  -5.468161145546141e-01  1.495039315683024e-01  7.100929839152036e-01
5.0000  -1.950411896527406e-01  -5.278491908701094e-01  1.393123841511146e-01  7.509005381429554e-01
5.0100  -2.002226707007430e-01  -5.083618717661710e-01  1.292158963328024e-01  7.913274681837935e-01
5.0200  -2.052067564223771e-01  -4.883733693811755e-01  1.192542739603611e-01  8.312143890864877e-01
5.0300  -2.099885331123215e-01  -4.679033899595454e-01  1.094667911678172e-01  8.704040449096972e-01
5.0400  -2.145632865174769e-01  -4.469721144237791e-01  9.989203553623194e-02  9.087419287104306e-01
5.0500  -2.189265064846499e-01  -4.256001784785051e-01  9.056775596046771e-02  9.460768916944642e-01
5.0600  -2.230738914070174e-01  -4.038086522661776e-01  8.153071382251338e-02  9.822617391271063e-01
5.0700  -2.270013524649906e-01  -3.816190195944669e-01  7.281653805812105e-02  1.017153810654910e+00
5.0800  -2.307050176572961e-01  -3.590531567558269e-01  6.445958468816222e-02  1.050615542750390e+00
5.0900  -2.341812356183005e-01  -3.361333109601202e-01  5.649280136850642e-02  1.082515011062274e+00
5.1000  -2.374265792178151e-01  -3.128820784015620e-01  4.894759749244060e-02  1.112726450533060e+00
5.1100  -2.404378489398314e-01  -2.893223819816097e-01  4.185372035775624e-02  1.141130751233283e+00
5.1200  -2.432120760368566e-01  -2.654774487097568e-01  3.523913788672076e-02  1.167615927957647e+00
5.1300  -2.457465254567395e-01  -2.413707868045138e-01  2.912992836131503e-02  1.192077561731621e+00
5.1400  -2.480386985391008e-01  -2.170261625171508e-01  2.355017760846038e-02  1.214419211487834e+00
5.1500  -2.500863354787101e-01  -1.924675767010508e-01  1.852188404058744e-02  1.234552794289225e+00
5.1600  -2.518874175533798e-01  -1.677192411497735e-01  1.406487192592795e-02  1.252398932599892e+00
5.1700  -2.534401691141820e-01  -1.428055547271584e-01  1.019671323046571e-02  1.267887267234517e+00
5.1800  -2.547430593360220e-01  -1.177510793129975e-01  6.932658339687914e-03  1.280956734752546e+00
5.1900  -2.557948037268483e-01  -9.258051558799592e-02  4.285575933269578e-03  1.291555808203489e+00
5.2000  -2.565943653940048e-01  -6.731867868188966e-02  2.265902249737753e-03  1.299642700274181e+00
5.2100  -2.571409560664827e-01  -4.199047370873167e-02  8.815999411418429e-04  1.305185528037110e+00
5.2200  -2.574340368720600e-01  -1.662087121346362e-02  1.381266799472719e-04  1.308162438650248e+00
5.2300  -2.574733188685639e-01  8.765117446019249e-03  3.841364192125550e-05  1.308561695512851e+00
5.2400  -2.572587633287338e-01  3.414246475703982e-02  5.828539498428532e-04  1.306381724537510e+00
5.2500  -2.567905817784010e-01  5.948615172623788e-02  1.769301123598497e-03  1.301631120356070e+00
5.2600  -2.560692357879499e-01  8.477119254526931e-02  3.593077542773561e-03  1.294328612434906e+00
5.2700  -2.550954365172662e-01  1.099726592237896e-01  6.046992888375881e-03  1.284502991233179e+00
5.2800  -2.538701440146188e-01  1.350657061654356e-01  9.121372490983900e-03  1.272192994695186e+00
5.2900  -2.523945662701684e-01  1.600255946625768e-01  1.280409547355566e-02  1.257447155524300e+00
5.3000  -2.506701580250363e-01  1.848277172856869e-01  1.708064253851891e-02  1.240323609840665e+00
5.3100  -2.486986193371047e-01  2.094476221432924e-01  2.193415321073968e-02  1.220889867976971e+00
5.3200  -2.464818939049661e-01  2.338610369885777e-01  2.734549231068644e-02  1.199222548316002e+00
5.3300  -2.440221671516714e-01  2.580438931488840e-01  3.329332539571633e-02  1.175407075219287e+00
5.3400  -2.413218640701676e-01  2.819723492545078e-01  3.975420287205305e-02  1.149537342237799e+00
5.3500  -2.383836468325483e-01  3.056228147434062e-01  4.670265244584119e-02  1.121715341932497e+00
5.3600  -2.352104121654740e-01  3.289719731186370e-01  5.411127954878462e-02  1.092050763764167e+00
5.3700  -2.318052884943503e-01  3.519968049356029e-01  6.195087534243645e-02  1.060660561637892e+00
5.3800  -2.281716328590793e-01  3.746746104964389e-01  7.019053187532909e-02  1.027668492807143e+00
5.3900  -2.243130276044244e-01  3.969830322291672e-01  7.879776393893199e-02  9.932046299553540e-01
5.4000  -2.202332768482518e-01  4.189000767295584e-01  8.773863714201495e-02  9.574048483786470e-01
5.4100  -2.159364027311310e-01  4.404041364439661e-01  9.697790169847777e-02  9.204102902914995e-01
5.4200  -2.114266414509909e-01  4.614740109717618e-01  1.064791314011829e-01  8.823668083673496e-01
5.4300  -2.067084390867409e-01  4.820889279663628e-01  1.162048672338785e-01  8.434243907080161e-01
5.4400  -2.017864472149760e-01  5.022285636142542e-01  1.261167650550185e-01  8.037365695090060e-01
5.4500  -1.966655183240845e-01  5.218730626718090e-01  1.361757467712269e-01  7.634598157520776e-01
5.4600  -1.913507010302819e-01  5.410030580401565e-01  1.463421544044005e-01  7.227529223115087e-01
5.4700  -1.858472351002867e-01  5.595996898587977e-01  1.565759064450313e-01  6.817763779062047e-01
5.4800  -1.801605462855439e-01  5.776446240991470e-01  1.668366558753224e-01  6.406917343658600e-01
5.4900  -1.742962409730910e-01  5.951200706396645e-01  1.770839492390797e-01  5.996609697057598e-01
5.5000  -1.682601006583392e-01  6.120088008047655e-01  1.872773861312436e-01  5.588458495213295e-01
5.5100  -1.620580762452178e-01  6.282941643502076e-01  1.973767784782628e-01  5.184072892201531e-01
5.5200  -1.556962821793036e-01  6.439601058782194e-01  2.073423089813438e-01  4.785047196058996e-01
5.5300  -1.491809904197178e-01  6.589911806661783e-01  2.171346880979018e-01  4.392954583153633e-01
5.5400  -1.425186242557325e-01  6.733725698932395e-01  2.267153089423128e-01  4.009340895867572e-01
5.5500  -1.357157519741854e-01  6.870900952498999e-01  2.360463994952583e-01  3.635718548045504e-01
5.5600  -1.287790803839436e-01  7.001302329160963e-01  2.450911715215736e-01  3.273560562236551e-01
5.5700  -1.217154482038018e-01  7.124801268940548e-01  2.538139656094842e-01  2.924294762238043e-01
5.5800  -1.145318193203330e-01  7.241276016827505e-01  2.621803917594061e-01  2.589298143837347e-01
5.5900  -1.072352759223392e-01  7.350611742814774e-01  2.701574649680323e-01  2.269891445945390e-01
5.6000  -9.983301151867008e-02  7.452700655106986e-01  2.777137352731605e-01  1.967333943525366e-01
5.6100  -9.233232384629399e-02  7.547442106390126e-01  2.848194117465531e-01  1.682818482845787e-01
5.6200  -8.474060767561223e-02  7.634742693057608e-01  2.914464799459827e-01  1.417466778631554e-01
5.6300  -7.706534752011039e-02  7.714516347294934e-01  2.975688123634039e-01  1.172324991654303e-01
5.6400  -6.931411025753374e-02  7.786684421932146e-01  3.031622714338038e-01  9.483596041975120e-02
5.6500  -6.149453766986142e-02  7.851175767980422e-01  3.082048046986148e-01  7.464536096575654e-02
5.6600  -5.361433890943411e-02  7.907926804776367e-01  3.126765317485029e-01  5.674030313034225e-02
5.6700  -4.568128289866278e-02  7.956881582664861e-01  3.165598226027563e-01  4.119137839198485e-02
5.6800  -3.770319067081123e-02  7.997991838158642e-01  3.198393672162613e-01  2.805988907073033e-02
5.6900  -2.968792765940378e-02  8.031217041520278e-01  3.225022358400286e-01  1.739760664109936e-02
5.7000  -2.164339594385953e-02  8.056524436719573e-01  3.245379299972982e-01  9.246567620770188e-03
5.7100  -1.357752645899833e-02  8.073889073727063e-01  3.259384238742463e-01  3.638907839757375e-03
5.7200  -5.498271176098734e-03  8.083293833111715e-01  3.266981959621095e-01  5.967357434874247e-04
5.7300  2.586404736783435e-03  8.084729442918628e-01  3.268142508259767e-01  1.320452292793891e-04
5.7400  1.066853076750693e-02  8.078194487810046e-01  3.262861309144231e-01  2.246668359876571e-03
5.7500  1.874013891780554e-02  8.063695410460728e-01  3.251159183634271e-01  6.932268140458266e-03
5.7600  2.679327155877022e-02  8.041246505206234e-01  3.233082267874574e-01  1.417037138760851e-02
5.7700  3.481998927610823e-02  8.010869903950456e-01  3.208701830900960e-01  2.393244156065442e-02
5.7800  4.281237869744495e-02  7.972595554346232e-01  3.178113993659065e-01  3.617999126823362e-02
5.7900  5.076256029395138e-02  7.926461190270586e-01  3.141439350043290e-01  5.086473400652812e-02
5.8000  5.866269614860621e-02  7.872512294623693e-01  3.098822491450060e-01  6.792877453093080e-02
5.8100  6.650499768343343e-02  7.810802054488239e-01  3.050431436719885e-01  8.730483711059489e-02
5.8200  7.428173333809782e-02  7.741391308693408e-01  2.996456969715692e-01  1.089165307659637e-01
5.8300  8.198523619228784e-02  7.664348487835149e-01  2.937111887149046e-01  1.326786504435695e-01
5.8400  8.960791152437132e-02  7.579749546811880e-01  2.872630159619745e-01  1.584975129407064e-01
5.8500  9.714224429887197e-02  7.487677889942177e-01  2.803266009176447e-01  1.862713262555801e-01
5.8600  1.045808065753850e-01  7.388224288738181e-01  2.729292907035040e-01  2.158905909067553e-01
5.8700  1.119162648316275e-01  7.281486792415887e-01  2.651002495406350e-01  2.472385316396802e-01
5.8800  1.191413871934041e-01  7.167570631230478e-01  2.568703437683884e-01  2.801915578182664e-01
5.8900  1.262490505643597e-01  7.046588112732028e-01  2.482720201524816e-01  3.146197506864121e-01
5.9000  1.332322476484905e-01  6.918658511043854e-01  2.393391779621978e-01  3.503873755784152e-01
5.9100  1.400840938584902e-01  6.783907949272641e-01  2.301070353210226e-01  3.873534170588676e-01
5.9200  1.467978341031198e-01  6.642469275166352e-01  2.206119903576450e-01  4.253721348822147e-01
5.9300  1.533668494469100e-01  6.494481930142405e-01  2.108914777047311e-01  4.642936385800884e-01
5.9400  1.597846636356311e-01  6.340091811815315e-01  2.009838209112380e-01  5.039644784110753e-01
5.9500  1.660449494810954e-01  6.179451130159292e-01  1.909280813501348e-01  5.442282503430763e-01
5.9600  1.721415350989997e-01  6.012718257447646e-01  1.807639042172213e-01  5.849262126830882e-01
5.9700  1.780684099936561e-01  5.840057572116860e-01  1.705313622281974e-01  6.258979119233116e-01
5.9800  1.838197309836134e-01  5.661639296709374e-01  1.602707976302191e-01  6.669818153361712e-01
5.9900  1.893898279623272e-01  5.477639330054729e-01  1.500226631508121e-01  7.080159478242020e-01
6.0000  1.947732094881985e-01  5.288239073854624e-01  1.398273625112140e-01  7.488385305139993e-01
6.0100  1.999645681984707e-01  5.093625253842784e-01  1.297250911329248e-01  7.892886185765500e-01
6.0200  2.049587860416476e-01  4.893989735695977e-01  1.197556776654879e-01  8.292067357593026e-01
6.0300  2.097509393232718e-01  4.689529335877677e-01  1.099584269602867e-01  8.684355031283122e-01
6.0400  2.143363035600927e-01  4.480445627600851e-01  1.003719651094379e-01  9.068202595416152e-01
6.0500  2.187103581378345e-01  4.266944742101158e-01  9.103408716072359e-02  9.442096714075887e-01
6.0600  2.228687907679757e-01  4.049237165416493e-01  8.198160810895098e-02  9.804563293242964e-01
6.0700  2.268075017391426e-01  3.827537530873228e-01  7.325021775121565e-02  1.015417329247541e+00
6.0800  2.305226079589298e-01  3.602064407483722e-01  6.487433997830529e-02  1.048954835896356e+00
6.0900  2.340104467821588e-01  3.373040084463722e-01  5.688699705699517e-02  1.080936626174655e+00
6.1000  2.372675796218031e-01  3.140690352082096e-01  4.931967943830778e-02  1.111236610466620e+00
6.1100  2.402907953390187e-01  2.905244279058948e-01  4.220222160502372e-02  1.139735329750554e+00
6.1200  2.430771134089387e-01  2.666933986731584e-01  3.556268444792010e-02  1.166320426571336e+00
6.1300  2.456237868591103e-01  2.425994420210955e-01  2.942724463447343e-02  1.190887088014631e+00
6.1400  2.479283049776769e-01  2.182663116754212e-01  2.382009140619604e-02  1.213338458936418e+00
6.1500  2.499883957886363e-01  1.937179971581710e-01  1.876333121148658e-02  1.233586023818660e+00
6.1600  2.518020282917340e-01  1.689787001369355e-01  1.427690054998419e-02  1.251549955745627e+00
6.1700  2.533674144647841e-01  1.440728105649443e-01  1.037848737204116e-02  1.267159431125029e+00
6.1800  2.546830110264422e-01  1.190248826355233e-01  7.083461343200047e-03  1.280352908913141e+00
6.1900  2.557475209576946e-01  9.385961057463181e-02  4.404813248610768e-03  1.291078373243080e+00
6.2000  2.565598947805618e-01  6.860180429534360e-02  2.353103776288312e-03  1.299293538499650e+00
6.2100  2.571193315927572e-01  4.327636493827476e-02  9.364218811353686e-04  1.304966016032240e+00
6.2200  2.574252798572791e-01  1.790826032207231e-02  1.603528938815548e-04  1.308073441848502e+00
6.2300  2.574774379461601e-01  -7.477499671833779e-03  2.795650067113714e-05  1.308603564785381e+00
6.2400  2.572757544378356e-01  -3.285588775594728e-02  5.397546801157034e-04  1.306554294809860e+00
6.2500  2.568204281678390e-01  -5.820188391058267e-02  1.693729645370471e-03  1.301933711259008e+00
6.2600  2.561119080327742e-01  -8.349050005057698e-02  3.485331799347697e-03  1.294760030986838e+00
6.2700  2.551508925477582e-01  -1.086968046605181e-01  5.907497671703414e-03  1.285061536543565e+00
6.2800  2.539383291577688e-01  -1.337959473742022e-01  8.950677766880138e-03  1.272876464670394e+00
6.2900  2.524754133035791e-01  -1.587631834740874e-01  1.260287421341338e-02  1.258252855549494e+00
6.3000  2.507635872431979e-01  -1.835738982865915e-01  1.684968806606793e-02  1.241248363403467e+00
6.3100  2.488045386299769e-01  -2.082036314491811e-01  2.167437607431321e-02  1.221930029191028e+00
6.3200  2.466001988487895e-01  -2.326281010253293e-01  2.705791669332541e-02  1.200374016295087e+00
6.3300  2.441527411119186e-01  -2.568232274435674e-01  3.297908507726517e-02  1.176665310245248e+00
6.3400  2.414645783165327e-01  -2.807651572370278e-01  3.941453675916648e-02  1.150897383658628e+00
6.3500  2.385383606658606e-01  -3.044302865600764e-01  4.633889968752511e-02  1.123171827719942e+00
6.3600  2.353769730564124e-01  -3.277952844588478e-01  5.372487425672846e-02  1.093597951653791e+00
6.3700  2.319835322338202e-01  -3.508371158727430e-01  6.154334093695225e-02  1.062292351768231e+00
6.3800  2.283613837201043e-01  -3.735330643442117e-01  6.976347507918849e-02  1.029378451768696e+00
6.3900  2.245140985153930e-01  -3.958607544144303e-01  7.835286844278096e-02  9.949860161546087e-01
6.4000  2.204454695773489e-01  -4.177981736827970e-01  8.727765696634032e-02  9.592506386171270e-01
6.4100  2.161595080817716e-01  -4.393236945084950e-01  9.650265427829673e-02  9.223132074550530e-01
6.4200  2.116604394680637e-01  -4.604160953327293e-01  1.059914904207184e-01  8.843193501165102e-01
6.4300  2.069526992734586e-01  -4.810545816006157e-01  1.157067552394717e-01  8.454188590563213e-01
6.4400  2.020409287601179e-01  -5.012188062620961e-01  1.256101458754003e-01  8.057651011726613e-01
6.4500  1.969299703394084e-01  -5.208888898316667e-01  1.356626177750331e-01  7.655144131513122e-01
6.4600  1.916248627978702e-01  -5.400454399871459e-01  1.458245386254550e-01  7.248254851013967e-01
6.4700  1.861308363295835e-01  -5.586695706881573e-01  1.560558446064450e-01  6.838587349126402e-01
6.4800  1.804533073798294e-01  -5.767429207954802e-01  1.663161983438508e-01  6.427756758007778e-01
6.4900  1.745978733051309e-01  -5.942476721729111e-01  1.765651479414618e-01  6.017382795345950e-01
6.5000  1.685703068549363e-01  -6.111665672537890e-01  1.867622864643901e-01  5.609083378550973e-01
6.5100  1.623765504803869e-01  -6.274829260548692e-01  1.968674112451902e-01  5.204468246044521e-01
6.5200  1.560227104757793e-01  -6.431806626207677e-01  2.068406823846449e-01  4.805132610795306e-01
6.5300  1.495150509584982e-01  -6.582443008827664e-01  2.166427798223210e-01  4.412650871121727e-01
6.5400  1.428599876933544e-01  -6.726589899163447e-01  2.262350583576385e-01  4.028570403557217e-01
6.5500  1.360640817674173e-01  -6.864105185823937e-01  2.355797000102753e-01  3.654405462250139e-01
6.5600  1.291340331215768e-01  -6.994853295376801e-01  2.446398631192184e-01  3.291631208950166e-01
6.5700  1.220766739452126e-01  -7.118705326007455e-01  2.533798275926346e-01  2.941677897118159e-01
6.5800  1.148989619404818e-01  -7.235539174600659e-01  2.617651357359039e-01  2.605925233088934e-01
6.5900  1.076079734628669e-01  -7.345239657119413e-01  2.697627281025986e-01  2.285696936518318e-01
6.6000  1.002108965447454e-01  -7.447698622162481e-01  2.773410738328046e-01  1.982255521560142e-01
6.6100  9.271502380885956e-02  -7.542815057588580e-01  2.844702949649250e-01  1.696797319348619e-01
6.6200  8.512774527867319e-02  -7.630495190102132e-01  2.911222842308589e-01  1.430447761410195e-01
6.6300  7.745654109270238e-02  -7.710652577702389e-01  2.972708158701425e-01  1.184256942600215e-01
6.6400  6.970897413000428e-02  -7.783208194904782e-01  3.028916490261647e-01  9.591954810577431e-02
6.6500  6.189268255409346e-02  -7.848090510650479e-01  3.079626233168105e-01  7.561506915008241e-02
6.6600  5.401537228263696e-02  -7.905235558827374e-01  3.124637462027437e-01  5.759230869491540e-02
6.6700  4.608480939035198e-02  -7.954587001332908e-01  3.163772718088723e-01  4.192232226662668e-02
6.6800  3.810881245259586e-02  -7.996096183616639e-01  3.196877708882429e-01  2.866688947641308e-02
6.6900  3.009524483719694e-02  -8.029722182647733e-01  3.223821916525254e-01  1.787827045147873e-02
6.7000  2.205200695212547e-02  -8.055431847260125e-01  3.244499112292634e-01  9.598999797183377e-03
6.7100  1.398702845664724e-02  -8.073199830835551e-01  3.258827775430159e-01  3.861718902488448e-03
6.7200  5.908260443639133e-03  -8.083008616292255e-01  3.266751414552742e-01  6.890472498444940e-04
6.7300  -2.176332399226274e-03  -8.084848533354702e-01  3.268238790364383e-01  9.349323688600973e-05
6.7400  -1.025877964169903e-02  -8.078717768087306e-01  3.263284038820477e-01  2.077404861523195e-03
6.7500  -1.833111296883152e-02  -8.064622364682750e-01  3.251906694247059e-01  6.632960464856844e-03
6.7600  -2.638537403677281e-02  -8.042576219503145e-01  3.234151612325875e-01  1.374219956841282e-02
6.7700  -3.441362231873265e-02  -8.012601067379891e-01  3.210088793248868e-01  2.337709368411892e-02
6.7800  -4.240794293338001e-02  -7.974726460185774e-01  3.179813105739356e-01  3.549965681785279e-02
6.7900  -5.036045444795837e-02  -7.928989737700389e-01  3.143443913027905e-01  5.006209523089564e-02
6.8000  -5.826331664842464e-02  -7.875435990797632e-01  3.101124602257535e-01  6.700699586885073e-02
6.8100  -6.610873826895158e-02  -7.814118016991569e-01  3.053022019173613e-01  8.626755271513736e-02
6.8200  -7.388898467317298e-02  -7.745096268384457e-01  2.999325810327142e-01  1.077678301766515e-01
